App,Category,Genre,Rating,Reviews,Installs,Size_KB,Type,Price,Content Rating,Last Updated,Current Ver,Android_Min_Version,App_apple,Rating_apple,Reviews_apple,Price_apple,Developer_apple,Match_Score,Source
Hiya - Caller ID & Block,COMMUNICATION,Communication,4.4,177703,10000000.0,13312.0,Free,0.0,Mature 17+,2018-07-25,8.1.2-6310,5.0,Hiya: Spam Blocker & Caller ID,4.53838,233925.0,0.0,Hiya,85.1063829787234,both
Call Blocker,COMMUNICATION,Communication,4.1,17529,1000000.0,10240.0,Free,0.0,Everyone,2018-07-26,5.86,4.0,Robokiller: Spam Call Blocker,4.50893,410451.0,0.0,Mosaic S.r.l.,100.0,both
Mr. Number-Block calls & spam,COMMUNICATION,Communication,4.2,177263,10000000.0,13312.0,Free,0.0,Mature 17+,2018-07-13,5.1.2-6310,5.0,Mr. Number Lookup & Call Block,4.5547,99453.0,0.0,Hiya,83.01886792452831,both
Should I Answer?,COMMUNICATION,Communication,4.8,237468,1000000.0,9011.2,Free,0.0,Everyone,2018-07-26,2018.1.715,4.0,Should I Answer,2.61339,463.0,0.0,Mister Group s.r.o.,100.0,both
RocketDial Dialer & Contacts,COMMUNICATION,Communication,4.4,32254,1000000.0,5632.0,Free,0.0,Everyone,2017-12-04,3.9.7,2.1,,,,,,57.69230769230769,google-only
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,Communication,4.4,483565,10000000.0,20480.0,Free,0.0,Everyone,2018-07-29,1.286,4.1,Real Caller : Caller id,4.1335,3251.0,0.0,TATBIKATI AL MOUBTAKARA INC,78.26086956521739,both
Whoscall - Caller ID & Block,COMMUNICATION,Communication,4.4,552441,10000000.0,29696.0,Free,0.0,Everyone,2018-08-01,6.19.1,4.1,Hiya: Spam Blocker & Caller ID,4.53838,233925.0,0.0,Hiya,74.50980392156863,both
CIA - Caller ID & Call Blocker,COMMUNICATION,Communication,4.0,60308,5000000.0,,Free,0.0,Everyone,2018-06-22,Varies with device,,Hiya: Spam Blocker & Caller ID,4.53838,233925.0,0.0,Hiya,79.24528301886792,both
Calls Blacklist - Call Blocker,COMMUNICATION,Communication,4.5,457283,10000000.0,,Free,0.0,Everyone,2018-05-24,Varies with device,,Call Blocker,4.5422,1173.0,0.0,UnknownPhone.com,100.0,both
Call Control - Call Blocker,COMMUNICATION,Communication,4.4,93825,5000000.0,11264.0,Free,0.0,Everyone,2018-07-05,2.17.3,4.1,Call Control: #1 Call Blocker,4.53343,6475.0,0.0,"Call Control, LLC",100.0,both
True Contact - Real Caller ID,COMMUNICATION,Communication,4.1,32283,1000000.0,,Free,0.0,Everyone,2018-07-26,Varies with device,,Real Caller : Caller id,4.1335,3251.0,0.0,TATBIKATI AL MOUBTAKARA INC,100.0,both
Video Caller Id,COMMUNICATION,Communication,4.2,15287,1000000.0,17408.0,Free,0.0,Everyone,2018-01-24,2.2.245,4.0,Real Caller : Caller id,4.1335,3251.0,0.0,TATBIKATI AL MOUBTAKARA INC,78.26086956521739,both
Sync.ME – Caller ID & Block,COMMUNICATION,Communication,4.5,205739,5000000.0,17408.0,Free,0.0,Everyone,2018-07-26,4.5.4,4.1,Me - Caller ID,4.37235,1367.0,0.0,NFO LTD,100.0,both
Burner - Free Phone Number,COMMUNICATION,Communication,4.3,14873,1000000.0,,Free,0.0,Everyone,2018-07-12,Varies with device,,Burner: Second Phone Number,4.70036,87245.0,0.0,"Ad Hoc Labs, Inc",88.37209302325581,both
"Truecaller: Caller ID, SMS spam blocking & Dialer",COMMUNICATION,Communication,4.5,7820209,100000000.0,,Free,0.0,Everyone,2018-08-01,Varies with device,,Truecaller: Premium Caller ID,4.45106,246148.0,0.0,True Software Scandinavia AB,83.33333333333333,both
Caller ID +,COMMUNICATION,Communication,4.0,9498,1000000.0,118.0,Free,0.0,Everyone,2016-06-07,5.28.0,2.3,Truecaller: Premium Caller ID,4.45106,246148.0,0.0,True Software Scandinavia AB,100.0,both
K-9 Mail,COMMUNICATION,Communication,4.2,88427,5000000.0,5222.4,Free,0.0,Everyone,2018-01-06,5.403,4.0,Email - Edison Mail,4.52772,74905.0,0.0,Edison Software Inc.,66.66666666666666,both
"myMail – Email for Hotmail, Gmail and Outlook Mail",COMMUNICATION,Communication,4.5,305218,10000000.0,,Free,0.0,Everyone,2018-08-03,Varies with device,,Email - Edison Mail,4.52772,74905.0,0.0,Edison Software Inc.,74.07407407407408,both
Email TypeApp - Mail App,COMMUNICATION,Communication,4.6,183374,1000000.0,45056.0,Free,0.0,Everyone,2018-08-01,1.9.4.74,4.1,"TypeApp Email, Mail & Exchange",4.3524,874.0,0.0,Type App Inc,90.0,both
All Email Providers,COMMUNICATION,Communication,4.1,20901,1000000.0,7475.2,Free,0.0,Everyone,2018-04-03,5.0.9,4.1,,,,,,55.0,google-only
"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,Communication,4.0,122595,1000000.0,30720.0,Free,0.0,Everyone,2018-07-19,9.8.376,5.0,Email - Edison Mail,4.52772,74905.0,0.0,Edison Software Inc.,74.07407407407408,both
GO Notifier,COMMUNICATION,Communication,4.2,124346,10000000.0,695.0,Free,0.0,Everyone,2014-07-06,2.8,2.0,P-Notifier,5.0,1.0,0.0,SIFINE CO LTD,88.88888888888889,both
Mail.Ru - Email App,COMMUNICATION,Communication,4.6,837842,50000000.0,,Free,0.0,Everyone,2018-08-03,Varies with device,,mail.com - email & cloud,4.72132,98108.0,0.0,1&1 Mail & Media Inc.,74.07407407407408,both
Mail1Click - Secure Mail,COMMUNICATION,Communication,4.1,255,10000.0,1638.4,Free,0.0,Everyone,2017-04-11,2.3,2.2,Mail1Click - Secure Mail,5.0,1.0,0.0,Kryptotel fz llc,100.0,both
Daum Mail - Next Mail,COMMUNICATION,Communication,4.3,41420,5000000.0,19456.0,Free,0.0,Everyone,2018-06-21,3.2.0,4.0,Mail,4.675,3774757.0,0.0,Apple,100.0,both
mail.com mail,COMMUNICATION,Communication,4.2,44706,1000000.0,,Free,0.0,Everyone,2018-07-25,Varies with device,,mail.com - email & cloud,4.72132,98108.0,0.0,1&1 Mail & Media Inc.,100.0,both
SolMail - All-in-One email app,COMMUNICATION,Communication,4.3,23707,500000.0,,Free,0.0,Everyone,2017-08-09,2.3.17,,myMail box: email client app,4.44378,17502.0,0.0,MGL MY.COM (CYPRUS) LIMITED,65.45454545454545,both
Vonage Mobile® Call Video Text,COMMUNICATION,Communication,4.1,29208,1000000.0,23552.0,Free,0.0,Everyone,2016-09-28,2.9.8,2.3,,,,,,51.851851851851855,google-only
JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,Communication,4.6,191032,5000000.0,26624.0,Free,0.0,Everyone,2018-08-04,7.2.29,4.0,JusTalk - Video Chat & Calls,4.41924,64955.0,0.0,Jus,100.0,both
"Moco+ - Chat, Meet People",DATING,Dating,4.2,1545,10000.0,,Paid,3.99,Mature 17+,2018-06-19,2.6.139,4.1,"Moco - Chat, Meet People",4.13795,24248.0,0.0,"JNJ Mobile, Inc.",100.0,both
Calculator,DATING,Dating,2.6,57,1000.0,6348.8,Paid,6.99,Everyone,2017-10-25,1.1.6,4.0,Calculator₊,4.66533,1684529.0,0.0,Impala Studios,100.0,both
Truth or Dare Pro,DATING,Dating,,0,50.0,20480.0,Paid,1.49,Teen,2017-09-01,1.0,4.0,Truth or Dare',4.3168,1411.0,0.0,Archana Rajput,100.0,both
"Private Dating, Hide App- Blue for PrivacyHider",DATING,Dating,,0,100.0,18.0,Paid,2.99,Everyone,2017-07-25,1.0.1,4.0,happn: dating app,4.32437,44066.0,0.0,HAPPN SAS,76.92307692307692,both
Ad Blocker for SayHi,DATING,Dating,,4,100.0,1228.8,Paid,3.99,Teen,2018-08-02,1.2,4.0,AdBlock Pro for Safari,4.47175,63319.0,0.0,Crypto Inc.,76.19047619047619,both
AMBW Dating App: Asian Men Black Women Interracial,DATING,Dating,3.5,2,100.0,17408.0,Paid,7.99,Mature 17+,2017-01-21,1.0.1,4.0,BLK: Black Singles Dating App,4.57744,517266.0,0.0,"Affinity Apps, LLC",72.72727272727272,both
Zoosk Dating App: Meet Singles,DATING,Dating,4.0,516801,10000000.0,,Free,0.0,Mature 17+,2018-08-02,Varies with device,,Zoosk - Social Dating App,4.16235,105413.0,0.0,"Zoosk, Inc.",82.05128205128204,both
OkCupid Dating,DATING,Dating,4.1,285726,10000000.0,15360.0,Free,0.0,Mature 17+,2018-07-30,11.10.1,4.1,OkCupid Dating: Date Singles,4.31851,280133.0,0.0,OkCupid,100.0,both
Match™ Dating - Meet Singles,DATING,Dating,3.7,76646,10000000.0,,Free,0.0,Mature 17+,2018-07-23,Varies with device,,Match Dating App : Chat & Meet,3.88574,196966.0,0.0,"Match Group Americas, LLC",80.95238095238095,both
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,Dating,4.1,2556,100000.0,57344.0,Free,0.0,Mature 17+,2018-08-01,2.5.2,4.1,Match Dating App : Chat & Meet,3.88574,196966.0,0.0,"Match Group Americas, LLC",91.66666666666667,both
Hinge: Dating & Relationships,DATING,Dating,4.2,7779,500000.0,12288.0,Free,0.0,Mature 17+,2018-08-03,6.1.3,5.0,Hinge Dating App: Match & Meet,4.42309,991036.0,0.0,"Hinge, Inc.",63.1578947368421,both
Casual Dating & Adult Singles - Joyride,DATING,Dating,4.5,61637,5000000.0,11264.0,Free,0.0,Mature 17+,2018-07-31,4.17.2,4.1,SDC Adult Dating,4.56412,12701.0,0.0,SDC Media Inc.,85.71428571428571,both
BBW Dating & Plus Size Chat,DATING,Dating,4.4,12632,1000000.0,29696.0,Free,0.0,Mature 17+,2018-07-27,3.5.0.1,4.1,BBW Plus Singles: Curvy Dating,4.15916,2463.0,0.0,Vanchau Nguyen,77.77777777777777,both
"Moco - Chat, Meet People",DATING,Dating,4.2,313724,10000000.0,,Free,0.0,Mature 17+,2018-08-04,2.6.141,4.1,"Moco - Chat, Meet People",4.13795,24248.0,0.0,"JNJ Mobile, Inc.",100.0,both
CMB Free Dating App,DATING,Dating,4.0,48845,1000000.0,40960.0,Free,0.0,Mature 17+,2018-08-01,4.19.0.2320,4.4,happn: dating app,4.32437,44066.0,0.0,HAPPN SAS,76.92307692307692,both
Hot or Not - Find someone right now,DATING,Dating,4.1,305708,10000000.0,,Free,0.0,Mature 17+,2018-08-02,Varies with device,,,,,,,44.067796610169495,google-only
eharmony - Online Dating App,DATING,Dating,3.1,31320,5000000.0,54272.0,Free,0.0,Mature 17+,2018-07-30,6.6.5,4.1,happn: dating app,4.32437,44066.0,0.0,HAPPN SAS,76.92307692307692,both
Free Dating App & Flirt Chat - Match with Singles,DATING,Dating,4.4,172460,5000000.0,3174.4,Free,0.0,Mature 17+,2018-08-04,1.639,4.0,Match Dating App : Chat & Meet,3.88574,196966.0,0.0,"Match Group Americas, LLC",89.36170212765957,both
"Chispa, the Dating App for Latino, Latina Singles",DATING,Dating,4.2,4195,100000.0,24576.0,Free,0.0,Mature 17+,2018-07-25,1.6.1,4.4,Chispa: Dating App for Latinos,4.53317,352397.0,0.0,"Affinity Apps, LLC",84.0,both
Clover Dating App,DATING,Dating,4.1,11633,500000.0,23552.0,Free,0.0,Mature 17+,2018-07-24,2.5.1,4.1,Plenty of Fish : Dating App,4.28087,1788719.0,0.0,PlentyOfFish,74.07407407407408,both
Black People Meet Singles Date,DATING,Dating,3.9,10212,1000000.0,5120.0,Free,0.0,Mature 17+,2018-07-25,1.9.7,4.4,Black People Meet,4.07421,17490.0,0.0,"Match Group Americas, LLC",100.0,both
Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,Dating,4.3,37053,1000000.0,45056.0,Free,0.0,Mature 17+,2018-08-03,4.4B,4.1,Mingle2 - Dating & Meet People,4.41075,77977.0,0.0,NextC LLC,70.0,both
Free Dating App & Flirt Chat - Cheers,DATING,Dating,4.4,667,10000.0,27648.0,Free,0.0,Mature 17+,2018-08-03,1.308.us,4.1,Jaumo Dating App: Flirt & Chat,4.72776,11464.0,0.0,Joyride GmbH,87.5,both
stranger chat - anonymous chat,DATING,Dating,3.5,13202,1000000.0,6246.4,Free,0.0,Mature 17+,2018-07-07,2.4.1,4.1,Spark: Anonymous Chat,4.81386,4717.0,0.0,Spark Partnership Limited,83.72093023255815,both
"Blendr - Chat, Flirt & Meet",DATING,Dating,4.0,28671,1000000.0,,Free,0.0,Mature 17+,2018-08-01,Varies with device,,"MeetMe - Meet, Chat & Go Live",4.29412,369953.0,0.0,The Meet Group Inc.,60.869565217391305,both
Free Dating Hook Up Messenger,DATING,Dating,3.3,1157,100000.0,21504.0,Free,0.0,Mature 17+,2017-01-27,5.0.1,4.2,,,,,,54.54545454545455,google-only
Find Real Love — YouLove Premium Dating,DATING,Dating,4.5,212626,10000000.0,11264.0,Free,0.0,Mature 17+,2018-07-31,4.17.2,4.1,MM: Elite Premium Dating App,4.36994,10153.0,0.0,MillionaireMatch Inc,68.29268292682927,both
Once - Quality Matches Every day,DATING,Dating,4.4,222888,1000000.0,21504.0,Free,0.0,Mature 17+,2018-07-17,2.45,4.1,,,,,,56.14035087719298,google-only
BLK - Swipe. Match. Chat.,DATING,Dating,4.1,2067,100000.0,24576.0,Free,0.0,Mature 17+,2018-07-25,1.6.1,4.4,,,,,,66.66666666666666,google-only
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,Dating,3.9,1643,500000.0,31744.0,Free,0.0,Mature 17+,2018-07-03,4.5.5,4.1,Cougar Life: Cougar Dating App,4.19942,1384.0,0.0,Cougar Life Inc.,90.0,both
Howlr,DATING,Dating,3.9,105,5000.0,27648.0,Free,0.0,Mature 17+,2018-06-19,1.0.4,4.4,,,,,,14.285714285714285,google-only
Stranger Chat & Date,DATING,Dating,3.6,3414,500000.0,6348.8,Free,0.0,Mature 17+,2018-06-06,1.2.1,4.1,Chat & Date: Online Dating App,4.20797,4967.0,0.0,Or Not Limited,66.66666666666666,both
Free Dating & Flirt Chat - Choice of Love,DATING,Dating,4.0,42194,5000000.0,,Free,0.0,Mature 17+,2018-07-24,Varies with device,,Chat & Flirt: LoveNote,4.54891,6165.0,0.0,GLOBAL MATCH TECHNOLOGY LIMITED,68.9655172413793,both
RandoChat - Chat roulette,DATING,Dating,3.6,11806,1000000.0,12288.0,Free,0.0,Mature 17+,2018-06-26,4.0.18,4.0,Roulette Royale - Grand Casino,4.52913,3381.0,0.0,REGALTUSK PRIVATE LIMITED,70.58823529411765,both
BeWild Free Dating & Chat App,DATING,Dating,3.4,1999,100000.0,8192.0,Free,0.0,Mature 17+,2017-02-03,1.6.5,4.2,Kasual Dating App: Chat & Date,4.48414,98949.0,0.0,YUMI LIMITED,71.42857142857143,both
"FastMeet: Chat, Dating, Love",DATING,Dating,4.2,22544,1000000.0,6041.6,Free,0.0,Mature 17+,2018-07-27,1.31.4,4.0,Dating and Chat - Sweet Meet,4.32864,2772.0,0.0,FlintCast,74.50980392156863,both
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,Dating,4.1,97684,1000000.0,8089.6,Free,0.0,Mature 17+,2018-07-10,1.230,4.0,Jaumo Dating App: Flirt & Chat,4.72776,11464.0,0.0,Joyride GmbH,87.5,both
OurTime Dating for Singles 50+,DATING,Dating,3.4,2519,100000.0,5120.0,Free,0.0,Mature 17+,2018-07-25,1.9.7,4.4,Ourtime - Meet 50+ Singles,3.89156,52341.0,0.0,"Match Group Americas, LLC",87.8048780487805,both
FarmersOnly Dating,DATING,Dating,3.0,1146,100000.0,1433.6,Free,0.0,Mature 17+,2016-02-25,2.2,4.0,Farmers Dating Only - Farmly,4.44122,689.0,0.0,琦 刘,81.81818181818181,both
Dating for 50 plus Mature Singles – FINALLY,DATING,Dating,4.6,13046,500000.0,13312.0,Free,0.0,Mature 17+,2018-07-31,4.17.2,4.1,SilverSingles: Mature Dating,4.47403,3504.0,0.0,SilverSingles LLC,70.58823529411765,both
Sudy – Meet Elite & Rich Single,DATING,Dating,4.1,17268,500000.0,40960.0,Free,0.0,Mature 17+,2018-06-25,4.1.2,4.0,,,,,,51.851851851851855,google-only
Christian Dating For Free App,DATING,Dating,3.9,8722,500000.0,13312.0,Free,0.0,Mature 17+,2018-06-20,15.8,4.1,Ark - Christian Dating App,4.63623,3953.0,0.0,Ark Dating,90.9090909090909,both
Just She - Top Lesbian Dating,DATING,Dating,1.9,953,100000.0,19456.0,Free,0.0,Mature 17+,2018-07-18,6.3.7,5.0,Zoe: Lesbian Dating & Chat,4.51992,32584.0,0.0,Cosmic Latte s.r.o,75.67567567567568,both
Single Parent Meet #1 Dating,DATING,Dating,3.5,2593,500000.0,5120.0,Free,0.0,Mature 17+,2018-07-25,1.9.7,4.4,Stir: Single Parent Dating App,4.28071,54785.0,0.0,"Match Group Americas, LLC",85.1063829787234,both
EliteSingles – Dating for Single Professionals,DATING,Dating,2.5,5377,500000.0,19456.0,Free,0.0,Mature 17+,2018-07-31,4.8.5,4.0,EliteSingles: Serious Dating,4.02852,1823.0,0.0,Spark Networks Services GmbH,82.6086956521739,both
Millionaire Match: Rich Singles Dating App,DATING,Dating,3.9,852,100000.0,27648.0,Free,0.0,Mature 17+,2018-07-30,6.4.6,4.1,Match Dating App : Chat & Meet,3.88574,196966.0,0.0,"Match Group Americas, LLC",76.19047619047619,both
InterracialCupid - Interracial Dating App,DATING,Dating,3.4,212,50000.0,3072.0,Free,0.0,Mature 17+,2018-06-13,2.3.0.1781,5.0,,,,,,60.60606060606061,google-only
Sugar Mommas Dating And Single Search,DATING,Dating,3.5,1972,1000000.0,13312.0,Free,0.0,Mature 17+,2018-05-12,4.3,4.1,Stir: Single Parent Dating App,4.28071,54785.0,0.0,"Match Group Americas, LLC",63.63636363636363,both
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,Dating,4.4,35206,1000000.0,7372.8,Free,0.0,Everyone,2018-05-21,2.9.6,4.0,happn: dating app,4.32437,44066.0,0.0,HAPPN SAS,76.92307692307692,both
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,Dating,3.8,5164,100000.0,25600.0,Free,0.0,Mature 17+,2018-07-24,3.8.75a,4.0,buzzArab Arab & Muslim Dating,4.30269,10836.0,0.0,BUZZMEDIA INC.,80.0,both
NoBuffDating - Free Dating App,DATING,Dating,4.2,1939,100000.0,,Free,0.0,Mature 17+,2017-01-08,1.0.0,4.0,happn: dating app,4.32437,44066.0,0.0,HAPPN SAS,76.92307692307692,both
Sugar Daddy Dating App,DATING,Dating,2.5,277,100000.0,5836.8,Free,0.0,Mature 17+,2017-12-04,3.0.0,4.1,Bumble Dating App: Meet & Date,4.31055,1687372.0,0.0,Bumble Holding Limited,62.5,both
Adult Dirty Emojis,DATING,Dating,2.8,80,10000.0,5632.0,Free,0.0,Teen,2017-11-06,1.0,4.0,Adult Emojis Smiley Face Text,4.38806,33428.0,0.0,丽银 黄,80.0,both
Free Dating App - Meet Local Singles - Flirt Chat,DATING,Dating,4.1,825,100000.0,,Free,0.0,Mature 17+,2017-12-28,1.0.5,4.0,Jaumo Dating App: Flirt & Chat,4.72776,11464.0,0.0,Joyride GmbH,87.5,both
"Meet4U - Chat, Love, Singles!",DATING,Dating,4.2,40035,1000000.0,6656.0,Free,0.0,Mature 17+,2018-07-27,1.31.3,4.0,"MeetMe - Meet, Chat & Go Live",4.29412,369953.0,0.0,The Meet Group Inc.,62.5,both
SnpCupid Dating,DATING,Dating,3.5,1093,100000.0,5939.2,Free,0.0,Mature 17+,2017-01-28,1.6.6,4.2,,,,,,58.064516129032256,google-only
"Chat Rooms, Avatars, Date - Galaxy",DATING,Dating,4.3,135418,10000000.0,,Free,0.0,Mature 17+,2018-07-07,Varies with device,,,,,,,58.62068965517241,google-only
Adult Dating - AdultFinder,DATING,Dating,3.3,1601,500000.0,3891.2,Free,0.0,Mature 17+,2017-02-01,1.5,4.1,,,,,,58.8235294117647,google-only
Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,Dating,4.1,2212,100000.0,41984.0,Free,0.0,Mature 17+,2018-06-20,2.0.5,4.0,SCRUFF - Gay Dating & Chat,4.3966,25151.0,0.0,"Perry Street Software, Inc",62.5,both
"Meet24 - Love, Chat, Singles",DATING,Dating,4.2,57081,1000000.0,8089.6,Free,0.0,Mature 17+,2018-07-27,1.31.3,4.0,,,,,,53.333333333333336,google-only
BBWCupid - BBW Dating App,DATING,Dating,3.5,241,50000.0,2867.2,Free,0.0,Mature 17+,2018-06-01,2.2.0.1748,5.0,happn: dating app,4.32437,44066.0,0.0,HAPPN SAS,76.92307692307692,both
ChatVideo Meet new people,DATING,Dating,4.2,63986,5000000.0,20480.0,Free,0.0,Mature 17+,2018-05-31,3.0.15,4.0,"Paltalk: Chat, Meet New People",4.26823,15006.0,0.0,Paltalk US LLC,75.47169811320755,both
"TryDate - Free Online Dating App, Chat Meet Adults",DATING,Dating,4.4,7888,500000.0,15360.0,Free,0.0,Mature 17+,2018-04-29,2.4.0,4.1,happn: dating app,4.32437,44066.0,0.0,HAPPN SAS,76.92307692307692,both
Black White Interracial Dating - Interracial Match,DATING,Dating,4.1,535,100000.0,28672.0,Free,0.0,Mature 17+,2018-03-29,2.0.0,4.1,"Interracial Match, Date: Mixed",4.19363,14972.0,0.0,"ChengDu Sanai Zhongbang Technology Co., Ltd",75.55555555555556,both
"USA Singles Meet, Match and Date Free - Date",DATING,Dating,4.2,5084,100000.0,9830.4,Free,0.0,Mature 17+,2018-08-03,1.55,4.1,Match Dating App : Chat & Meet,3.88574,196966.0,0.0,"Match Group Americas, LLC",61.29032258064516,both
FlirtChat - ♥Free Dating/Flirting App♥,DATING,Dating,4.3,2430,500000.0,13312.0,Free,0.0,Mature 17+,2018-07-26,12.0.4,4.1,happn: dating app,4.32437,44066.0,0.0,HAPPN SAS,76.92307692307692,both
The League,DATING,Dating,3.0,837,100000.0,9625.6,Free,0.0,Mature 17+,2018-07-16,1.15.0,4.4,The League: Intelligent Dating,4.19128,48903.0,0.0,"The League App, Inc",100.0,both
"Herpes Dating: 1,000K+ Singles",DATING,Dating,4.0,738,10000.0,27648.0,Free,0.0,Mature 17+,2018-08-01,6.4.1,4.1,Positive Singles®: Herpes Date,4.25291,6271.0,0.0,"PS Support, Inc",67.85714285714286,both
Heart mill,DATING,Dating,3.3,4631,100000.0,46080.0,Free,0.0,Mature 17+,2018-08-04,5.2.14,5.0,,,,,,33.33333333333333,google-only
95Live -SG#1 Live Streaming App,DATING,Dating,4.1,4953,1000000.0,15360.0,Free,0.0,Teen,2018-08-01,8.7.2,4.2,C2 Live - Live Streaming,4.82186,1061.0,0.0,"C2 Capital Group, Inc.",90.3225806451613,both
Mutual - LDS Dating,DATING,Dating,3.7,1439,50000.0,38912.0,Free,0.0,Mature 17+,2018-07-30,1.1.46,4.2,Mutual LDS Dating: Meet & Date,4.12201,37031.0,0.0,Mutual LLC,100.0,both
2RedBeans,DATING,Dating,4.0,337,10000.0,32768.0,Free,0.0,Mature 17+,2018-07-31,2.8.0,4.3,2RedBeans两颗红豆 Asian dating app,4.55029,4643.0,0.0,2RedBeans.com,100.0,both
"SweetRing - Meet, Match, Date",DATING,Dating,4.0,51698,1000000.0,64512.0,Free,0.0,Mature 17+,2018-07-26,3.0.0,4.0,Match Dating App : Chat & Meet,3.88574,196966.0,0.0,"Match Group Americas, LLC",70.58823529411765,both
"BiggerCity: Chat for gay bears, chubs & chasers",DATING,Dating,4.1,923,100000.0,45056.0,Free,0.0,Mature 17+,2018-08-02,3.4.1.1,4.1,BiggerCity,4.47602,6359.0,0.0,BCPI,100.0,both
SilverSingles: The 50+ Dating App,DATING,Dating,3.3,149,10000.0,16384.0,Free,0.0,Mature 17+,2018-07-31,4.8.5,4.0,SilverSingles: Mature Dating,4.47403,3504.0,0.0,SilverSingles LLC,85.1063829787234,both
Herpes Positive Singles Dating,DATING,Dating,4.4,198,10000.0,28672.0,Free,0.0,Mature 17+,2018-05-18,5.5.7,4.1,Positive Singles®: Herpes Date,4.25291,6271.0,0.0,"PS Support, Inc",93.10344827586206,both
Glam - Premium Dating App,DATING,Dating,4.3,23170,500000.0,9216.0,Free,0.0,Mature 17+,2018-07-25,1.5.4.0,4.1,happn: dating app,4.32437,44066.0,0.0,HAPPN SAS,76.92307692307692,both
"iDates - Chats, Flirts, Dating, Love & Relations",DATING,Dating,3.4,13890,500000.0,20480.0,Free,0.0,Mature 17+,2018-06-19,4.9.2 (Oasis),4.2,,,,,,58.46153846153846,google-only
JustDating,DATING,Dating,4.0,13440,500000.0,50176.0,Free,0.0,Mature 17+,2018-08-03,3.10.5,4.0,,,,,,26.08695652173913,google-only
Interracial Match Dating App,DATING,Dating,3.6,143,10000.0,27648.0,Free,0.0,Mature 17+,2018-07-23,2.2.7,4.1,"Interracial Match, Date: Mixed",4.19363,14972.0,0.0,"ChengDu Sanai Zhongbang Technology Co., Ltd",78.57142857142857,both
Russian Dating & Chat for Russian speaking RusDate,DATING,Dating,4.2,1059,100000.0,18432.0,Free,0.0,Mature 17+,2018-07-26,1.17,4.2,Waplog - Dating & Video Chat,4.56658,48420.0,0.0,VLMedia Inc.,62.857142857142854,both
Sky People (SPI): A secure blind date through authentication by Seoul National University,DATING,Dating,3.5,894,100000.0,14336.0,Free,0.0,Mature 17+,2018-07-17,3.1.3,4.1,,,,,,35.71428571428571,google-only
Sweet mi - unlimited hunnam hunting blind date,DATING,Dating,4.0,6191,500000.0,27648.0,Free,0.0,Mature 17+,2018-07-12,0.0.73,4.1,,,,,,16.176470588235297,google-only
Mingle - Online Dating App to Chat & Meet People,DATING,Dating,4.1,15081,1000000.0,38912.0,Free,0.0,Mature 17+,2018-07-26,4.7.6,4.1,happn: dating app,4.32437,44066.0,0.0,HAPPN SAS,76.92307692307692,both
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,Dating,4.4,218,10000.0,27648.0,Free,0.0,Mature 17+,2018-07-23,5.2.9,4.1,BBW Match - Date Curvy Singles,4.37643,1299.0,0.0,Michael Ward,75.55555555555556,both
Hitwe - meet people and chat,DATING,Dating,4.2,243950,10000000.0,21504.0,Free,0.0,Mature 17+,2018-05-10,4.3.2,4.1,SayHi Chat - Meet New People,4.34802,5603.0,0.0,UNEARBY LIMITED,80.76923076923077,both
A hundred,DATING,Dating,4.1,236,10000.0,9011.2,Free,0.0,Mature 17+,2018-03-29,3.9.2,4.0,Hundred Play Draw Poker,4.95938,2856.0,0.0,VideoPoker.com,87.5,both
JustSayHi- Dating App. Chat & Meet Singles Nearby,DATING,Dating,4.2,5152,100000.0,38912.0,Free,0.0,Mature 17+,2018-07-26,3.6.3,4.1,happn: dating app,4.32437,44066.0,0.0,HAPPN SAS,76.92307692307692,both
FERZU - Furries Social Network,DATING,Dating,3.9,1576,10000.0,,Free,0.0,Mature 17+,2018-02-16,4.4.1,4.1,Social Club ;),4.79219,4432.0,0.0,Battle App LLC,70.58823529411765,both
WannaMeet – Dating & Chat App,DATING,Dating,4.1,6701,1000000.0,11264.0,Free,0.0,Mature 17+,2018-06-29,5.16.2,4.0,happn: dating app,4.32437,44066.0,0.0,HAPPN SAS,76.92307692307692,both
Luxy Pro- Elite Dating Single,DATING,Dating,3.9,742,50000.0,26624.0,Free,0.0,Mature 17+,2018-04-07,5.3.3.13289,4.0,Luxy PRO: Elite & Quality Date,4.77974,8222.0,0.0,MIXY HOLDINGS LTD,72.72727272727272,both
Dating Network,DATING,Dating,4.0,187,10000.0,19456.0,Free,0.0,Mature 17+,2018-07-26,1.17,4.2,Plenty of Fish : Dating App,4.28087,1788719.0,0.0,PlentyOfFish,60.0,both
"Chatting - Free chat, random chat, boyfriend, girlfriend",DATING,Dating,4.2,2506,500000.0,6246.4,Free,0.0,Mature 17+,2017-06-15,3.0.0,4.0,,,,,,48.57142857142857,google-only
